family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,reference.habitat,feeding.mode,reference.feeding.mode,tl,level.tl,reference.tl,body.shape,fin.shape,AR,level.AR,reference.AR,offspring.size,level.offspring.size,reference.offspring.size,spawning.type,reference.spawning.type,age.maturity,level.age.maturity,reference.age.maturity,fecundity,level.fecundity,reference.fecundity,length.infinity,growth.coefficient,level.growth,reference.growth,length.max,level.length.max,reference.length.max,age.max,level.age.max,reference.age.max
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,25,27,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,family,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,fam-ocean,FroesePauly2018,73,spe-ocean,FroesePauly2018,16.0,gen,FroesePauly2018
Torpedinidae,Torpedo,marmorata,S,Torpedo marmorata,24,27,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,rounded,,,,100.00,spe,Pecuchet2017,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,19,spe-ocean,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,100,spe,FroesePauly2018,16.0,fam,FroesePauly2018
Torpedinidae,Torpedo,marmorata,S,Torpedo marmorata,25,27,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,rounded,,,,100.00,spe,Pecuchet2017,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,19,spe-ocean,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,100,spe,FroesePauly2018,16.0,fam,FroesePauly2018
Torpedinidae,Torpedo,marmorata,S,Torpedo marmorata,26,37,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,rounded,,,,100.00,spe,Pecuchet2017,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,19,spe-ocean,FroesePauly2018,43,0.11,gen-FAO,FroesePauly2018,100,spe,FroesePauly2018,16.0,fam,FroesePauly2018
Torpedinidae,,,F,Torpedinidae,3,77,demersal,"FroesePauly2018, OBIS2018",piscivorous,inferred from family,4.50,family,FroesePauly2018,flat,truncate,,,,150.00,fam,FroesePauly2018,bearer,inferred from family,,,,18,fam-ocean,FroesePauly2018,91,0.08,fam-ocean,FroesePauly2018,115,fam-LME,FroesePauly2018,16.0,fam-FAO,FroesePauly2018
Trachichthyidae,Gephyroberyx,darwinii,S,Gephyroberyx darwinii,7,21,benthopelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.94,spe,FroesePauly2018,compressiform,forked,1.54,spe,FroesePauly2018,2.25,fam,Inferred from family,non-guarder,FroesePauly2018,15.8,fam,Inferred from family,132465,fam-FAO,FroesePauly2018,43,0.07,fam-ocean,FroesePauly2018,60,spe,FroesePauly2018,43.0,fam,FroesePauly2018
Trachichthyidae,Hoplostethus,atlanticus,S,Hoplostethus atlanticus,25,27,bathypelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.25,spe,FroesePauly2018,compressiform,forked,2.31,spe,FroesePauly2018,2.25,spe,Pecuchet2017,non-guarder,Bulman1995,15.8,fam,Inferred from family,132465,spe-FAO,FroesePauly2018,54,0.05,spe-ocean,FroesePauly2018,67,spe-FAO,FroesePauly2018,149.0,spe,FroesePauly2018
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,6,31,benthopelagic,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,compressiform,forked,1.43,spe,FroesePauly2018,2.25,gen,Inferred from genus,non-guarder,FroesePauly2018,4.0,spe,D'onghia1999,59161,spe,Pecuchet2017,28,0.12,spe-ocean,FroesePauly2018,16,spe-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,7,21,benthopelagic,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,compressiform,forked,1.43,spe,FroesePauly2018,2.25,gen,Inferred from genus,non-guarder,FroesePauly2018,4.0,spe,D'onghia1999,59161,spe,Pecuchet2017,28,0.12,spe-ocean,FroesePauly2018,16,spe-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,24,27,benthopelagic,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,compressiform,forked,1.43,spe,FroesePauly2018,2.25,gen,Inferred from genus,non-guarder,FroesePauly2018,4.0,spe,D'onghia1999,59161,spe,Pecuchet2017,28,0.12,spe-ocean,FroesePauly2018,16,spe-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Trachichthyidae,Hoplostethus,mediterraneus mediterraneus,S,Hoplostethus mediterraneus mediterraneus,25,27,benthopelagic,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.49,spe,FroesePauly2018,compressiform,forked,1.43,spe,FroesePauly2018,2.25,gen,Inferred from genus,non-guarder,FroesePauly2018,4.0,spe,D'onghia1999,59161,spe,Pecuchet2017,28,0.12,spe-ocean,FroesePauly2018,16,spe-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Trachichthyidae,Hoplostethus,occidentalis,S,Hoplostethus occidentalis,7,21,bathypelagic,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.60,spe,FroesePauly2018,compressiform,forked,0.52,spe,FroesePauly2018,2.25,gen,Inferred from genus,non-guarder,FroesePauly2018,15.8,gen,Inferred from genus,59161,gen,Pecuchet2017,43,0.07,gen-ocean,FroesePauly2018,17,spe,FroesePauly2018,43.0,gen,FroesePauly2018
Trachichthyidae,,,F,Trachichthyidae,5,31,benthopelagic,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.87,family,FroesePauly2018,compressiform,forked,1.78,fam,FroesePauly2018,2.25,fam,Inferred from family,non-guarder,inferred from family,15.8,fam,Inferred from family,132465,fam-FAO,FroesePauly2018,43,0.07,fam-ocean,FroesePauly2018,41,fam-ocean,FroesePauly2018,43.0,fam-ocean,FroesePauly2018
Trachinidae,Echiichthys,vipera,S,Echiichthys vipera,22,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,4.41,family,FroesePauly2018,elongated,truncate,1.58,spe,FroesePauly2018,1.20,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,fam,Ak2014,160000,gen,Heessen2015,15,0.33,spe,Heessen2015,15,spe,FroesePauly2018,14.0,spe,Heessen2015
Trachinidae,Echiichthys,vipera,S,Echiichthys vipera,24,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,4.41,family,FroesePauly2018,elongated,truncate,1.58,spe,FroesePauly2018,1.20,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,fam,Ak2014,160000,gen,Heessen2015,15,0.33,spe,Heessen2015,15,spe,FroesePauly2018,14.0,spe,Heessen2015
Trachinidae,Echiichthys,vipera,S,Echiichthys vipera,25,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,4.41,family,FroesePauly2018,elongated,truncate,1.58,spe,FroesePauly2018,1.20,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,fam,Ak2014,160000,gen,Heessen2015,15,0.33,spe,Heessen2015,15,spe,FroesePauly2018,14.0,spe,Heessen2015
Trachinidae,Echiichthys,,G,Echiichthys,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.41,family,FroesePauly2018,elongated,truncate,1.58,gen,FroesePauly2018,1.20,gen,FroesePauly2018,non-guarder,inferred from genus,1.0,fam,Ak2014,160000,gen,Heessen2015,15,0.33,spe,Heessen2015,15,gen,FroesePauly2018,14.0,gen,Heessen2015
Trachinidae,Trachinus,draco,S,Trachinus draco,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.18,spe,FroesePauly2018,fusiform,truncate,1.36,spe,FroesePauly2018,1.00,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Ak2014,160000,spe,Heessen2015,35,0.16,spe,Heessen2015,53,spe,FroesePauly2018,13.5,spe,Heessen2015
Trachinidae,Trachinus,draco,S,Trachinus draco,23,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.18,spe,FroesePauly2018,fusiform,truncate,1.36,spe,FroesePauly2018,1.00,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Ak2014,160000,spe,Heessen2015,35,0.16,spe,Heessen2015,53,spe,FroesePauly2018,13.5,spe,Heessen2015
Trachinidae,Trachinus,draco,S,Trachinus draco,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.18,spe,FroesePauly2018,fusiform,truncate,1.36,spe,FroesePauly2018,1.00,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Ak2014,160000,spe,Heessen2015,35,0.16,spe,Heessen2015,53,spe,FroesePauly2018,13.5,spe,Heessen2015
Trachinidae,Trachinus,draco,S,Trachinus draco,25,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.18,spe,FroesePauly2018,fusiform,truncate,1.36,spe,FroesePauly2018,1.00,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Ak2014,160000,spe,Heessen2015,35,0.16,spe,Heessen2015,53,spe,FroesePauly2018,13.5,spe,Heessen2015
Trachipteridae,Desmodema,lorum,S,Desmodema lorum,3,77,pelagic,"FroesePauly2018, OBIS2018",generalist,inferred from genus,4.15,genus,FroesePauly2018,elongated,truncate,0.34,gen,FroesePauly2018,2.45,spe,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,fam-ocean,FroesePauly2018,303,0.07,fam-ocean,FroesePauly2018,114,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,1,67,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.90,spe,FroesePauly2018,eel-like,truncate,0.72,gen,FroesePauly2018,2.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,gen-ocean,FroesePauly2018,183,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,2,67,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.90,spe,FroesePauly2018,eel-like,truncate,0.72,gen,FroesePauly2018,2.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,gen-ocean,FroesePauly2018,183,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,3,67,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.90,spe,FroesePauly2018,eel-like,truncate,0.72,gen,FroesePauly2018,2.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,gen-ocean,FroesePauly2018,183,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,altivelis,S,Trachipterus altivelis,3,77,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.90,spe,FroesePauly2018,eel-like,truncate,0.72,gen,FroesePauly2018,2.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,gen-ocean,FroesePauly2018,183,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,arcticus,S,Trachipterus arcticus,22,27,bathypelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,eel-like,truncate,0.72,spe,FroesePauly2018,2.41,gen,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,spe-ocean,FroesePauly2018,300,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,arcticus,S,Trachipterus arcticus,24,27,bathypelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,eel-like,truncate,0.72,spe,FroesePauly2018,2.41,gen,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,spe-ocean,FroesePauly2018,300,spe,FroesePauly2018,,,
Trachipteridae,Trachipterus,arcticus,S,Trachipterus arcticus,59,27,bathypelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,eel-like,truncate,0.72,spe,FroesePauly2018,2.41,gen,FroesePauly2018,non-guarder,FroesePauly2018,,,,200000,gen-ocean,FroesePauly2018,303,0.07,spe-ocean,FroesePauly2018,300,spe,FroesePauly2018,,,
Trachipteridae,,,F,Trachipteridae,3,77,pelagic,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.93,family,FroesePauly2018,eel-like,truncate,0.53,fam,FroesePauly2018,2.41,fam,FroesePauly2018,non-guarder,inferred from family,,,,200000,fam-ocean,FroesePauly2018,303,0.07,fam-ocean,FroesePauly2018,188,fam,FroesePauly2018,,,
Triacanthodidae,Parahollardia,lineata,S,Parahollardia lineata,5,31,demersal,"FroesePauly2018, OBIS2018",piscivorous,inferred from family,4.40,family,FroesePauly2018,compressiform,rounded,0.98,fam,FroesePauly2018,,,,,,,,,,,,,,,,20,spe,FroesePauly2018,,,
Triacanthodidae,Parahollardia,lineata,S,Parahollardia lineata,7,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,inferred from family,4.40,family,FroesePauly2018,compressiform,rounded,0.98,fam,FroesePauly2018,,,,,,,,,,,,,,,,20,spe,FroesePauly2018,,,
Triakidae,Galeorhinus,galeus,S,Galeorhinus galeus,2,67,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.34,spe,FroesePauly2018,elongated,heterocercal,1.69,spe,FroesePauly2018,280.00,spe,Heessen2015,bearer,FroesePauly2018,5.5,spe,FroesePauly2019,29,spe-ocean,FroesePauly2018,172,0.12,spe-ocean,FroesePauly2018,195,spe-ocean,FroesePauly2018,57.0,spe,FroesePauly2018
Triakidae,Galeorhinus,galeus,S,Galeorhinus galeus,3,67,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.34,spe,FroesePauly2018,elongated,heterocercal,1.69,spe,FroesePauly2018,280.00,spe,Heessen2015,bearer,FroesePauly2018,5.5,spe,FroesePauly2019,29,spe-ocean,FroesePauly2018,172,0.12,spe-ocean,FroesePauly2018,195,spe-ocean,FroesePauly2018,57.0,spe,FroesePauly2018
Triakidae,Galeorhinus,galeus,S,Galeorhinus galeus,3,77,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.34,spe,FroesePauly2018,elongated,heterocercal,1.69,spe,FroesePauly2018,280.00,spe,Heessen2015,bearer,FroesePauly2018,5.5,spe,FroesePauly2019,29,spe-ocean,FroesePauly2018,172,0.12,spe-ocean,FroesePauly2018,195,spe-ocean,FroesePauly2018,57.0,spe,FroesePauly2018
Triakidae,Galeorhinus,galeus,S,Galeorhinus galeus,22,27,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.34,spe,FroesePauly2018,elongated,heterocercal,1.69,spe,FroesePauly2018,280.00,spe,Heessen2015,bearer,FroesePauly2018,5.5,spe,FroesePauly2019,29,spe-ocean,FroesePauly2018,172,0.12,spe-ocean,FroesePauly2018,195,spe-ocean,FroesePauly2018,57.0,spe,FroesePauly2018
Triakidae,Galeorhinus,galeus,S,Galeorhinus galeus,24,27,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.34,spe,FroesePauly2018,elongated,heterocercal,1.69,spe,FroesePauly2018,280.00,spe,Heessen2015,bearer,FroesePauly2018,5.5,spe,FroesePauly2019,29,spe-ocean,FroesePauly2018,172,0.12,spe-ocean,FroesePauly2018,195,spe-ocean,FroesePauly2018,57.0,spe,FroesePauly2018
Triakidae,Galeorhinus,galeus,S,Galeorhinus galeus,25,27,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.34,spe,FroesePauly2018,elongated,heterocercal,1.69,spe,FroesePauly2018,280.00,spe,Heessen2015,bearer,FroesePauly2018,5.5,spe,FroesePauly2019,29,spe-ocean,FroesePauly2018,172,0.12,spe-ocean,FroesePauly2018,195,spe-ocean,FroesePauly2018,57.0,spe,FroesePauly2018
Triakidae,Mustelus,asterias,S,Mustelus asterias,22,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.68,genus,FroesePauly2018,elongated,heterocercal,0.86,spe,FroesePauly2018,300.00,spe,Pecuchet2017,bearer,FroesePauly2018,5.0,spe,FroesePauly2019,11,spe-ocean,FroesePauly2018,114,0.17,spe-FAO,FroesePauly2018,140,spe,FroesePauly2018,11.9,gen,FroesePauly2018
Triakidae,Mustelus,asterias,S,Mustelus asterias,24,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.68,genus,FroesePauly2018,elongated,heterocercal,0.86,spe,FroesePauly2018,300.00,spe,Pecuchet2017,bearer,FroesePauly2018,5.0,spe,FroesePauly2019,11,spe-ocean,FroesePauly2018,114,0.17,spe-FAO,FroesePauly2018,140,spe,FroesePauly2018,11.9,gen,FroesePauly2018
Triakidae,Mustelus,californicus,S,Mustelus californicus,3,21,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.68,genus,FroesePauly2018,elongated,heterocercal,1.19,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.1,spe-ocean,FroesePauly2019,4,spe-LME,FroesePauly2018,122,0.12,gen-FAO,FroesePauly2018,163,spe-ocean,FroesePauly2018,7.5,spe-FAO,FroesePauly2018
Triakidae,Mustelus,californicus,S,Mustelus californicus,3,77,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.68,genus,FroesePauly2018,elongated,heterocercal,1.19,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.1,spe-ocean,FroesePauly2019,4,spe-LME,FroesePauly2018,92,0.25,gen-LME,FroesePauly2018,163,spe-ocean,FroesePauly2018,7.5,spe-LME,FroesePauly2018
Triakidae,Mustelus,canis,S,Mustelus canis,5,31,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.64,spe,FroesePauly2018,elongated,heterocercal,1.13,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.7,spe,FroesePauly2019,4,gen-LME,FroesePauly2018,128,0.09,spe-ocean,FroesePauly2018,132,spe-LME,FroesePauly2018,16.0,spe,FroesePauly2018
Triakidae,Mustelus,canis,S,Mustelus canis,6,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.64,spe,FroesePauly2018,elongated,heterocercal,1.13,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.7,spe,FroesePauly2019,4,gen-LME,FroesePauly2018,128,0.09,spe-FAO,FroesePauly2018,132,spe-LME,FroesePauly2018,16.0,spe,FroesePauly2018
Triakidae,Mustelus,canis,S,Mustelus canis,6,31,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.64,spe,FroesePauly2018,elongated,heterocercal,1.13,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.7,spe,FroesePauly2019,4,gen-LME,FroesePauly2018,128,0.09,spe-ocean,FroesePauly2018,132,spe-LME,FroesePauly2018,16.0,spe,FroesePauly2018
Triakidae,Mustelus,canis,S,Mustelus canis,7,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.64,spe,FroesePauly2018,elongated,heterocercal,1.13,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.7,spe,FroesePauly2019,4,gen-LME,FroesePauly2018,128,0.09,spe-LME,FroesePauly2018,132,spe-LME,FroesePauly2018,16.0,spe,FroesePauly2018
Triakidae,Mustelus,canis,S,Mustelus canis,9,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.64,spe,FroesePauly2018,elongated,heterocercal,1.13,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,2.7,spe,FroesePauly2019,4,gen-LME,FroesePauly2018,128,0.09,spe-FAO,FroesePauly2018,107,spe-LME,FroesePauly2018,16.0,spe,FroesePauly2018
Triakidae,Mustelus,henlei,S,Mustelus henlei,3,67,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.68,genus,FroesePauly2018,elongated,heterocercal,1.21,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,4.4,spe,FroesePauly2019,4,spe-LME,FroesePauly2018,92,0.25,spe-LME,FroesePauly2018,100,spe-ocean,FroesePauly2018,15.0,spe-LME,FroesePauly2018
Triakidae,Mustelus,henlei,S,Mustelus henlei,3,77,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.68,genus,FroesePauly2018,elongated,heterocercal,1.21,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,4.4,spe,FroesePauly2019,4,spe-LME,FroesePauly2018,92,0.25,spe-LME,FroesePauly2018,100,spe-ocean,FroesePauly2018,15.0,spe-LME,FroesePauly2018
Triakidae,Mustelus,mustelus,S,Mustelus mustelus,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,heterocercal,1.27,spe,FroesePauly2018,390.00,spe,Pecuchet2017,bearer,FroesePauly2018,13.5,spe-ocean,FroesePauly2019,10,spe-ocean,FroesePauly2018,175,0.08,spe-ocean,FroesePauly2018,164,spe-ocean,FroesePauly2018,24.0,spe,FroesePauly2018
Triakidae,Mustelus,mustelus,S,Mustelus mustelus,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,heterocercal,1.27,spe,FroesePauly2018,390.00,spe,Pecuchet2017,bearer,FroesePauly2018,13.5,spe-ocean,FroesePauly2019,10,spe-ocean,FroesePauly2018,175,0.08,spe-ocean,FroesePauly2018,164,spe-ocean,FroesePauly2018,24.0,spe,FroesePauly2018
Triakidae,Mustelus,mustelus,S,Mustelus mustelus,25,27,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.75,spe,FroesePauly2018,elongated,heterocercal,1.27,spe,FroesePauly2018,390.00,spe,Pecuchet2017,bearer,FroesePauly2018,13.5,spe-ocean,FroesePauly2019,10,spe-ocean,FroesePauly2018,175,0.08,spe-ocean,FroesePauly2018,164,spe-ocean,FroesePauly2018,24.0,spe,FroesePauly2018
Triakidae,Mustelus,norrisi,S,Mustelus norrisi,5,31,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.87,spe,FroesePauly2018,elongated,heterocercal,0.90,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,4.9,gen-ocean,FroesePauly2019,11,spe-FAO,FroesePauly2018,114,0.17,gen-FAO,FroesePauly2018,110,spe,FroesePauly2018,9.7,gen-FAO,FroesePauly2018
Triakidae,Mustelus,sinusmexicanus,S,Mustelus sinusmexicanus,5,31,pelagic,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.68,genus,FroesePauly2018,elongated,heterocercal,1.11,gen,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,4.9,gen-ocean,FroesePauly2019,4,gen-LME,FroesePauly2018,114,0.17,gen-FAO,FroesePauly2018,140,spe,FroesePauly2018,9.7,gen-FAO,FroesePauly2018
Triakidae,Mustelus,,G,Mustelus,5,31,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.68,genus,FroesePauly2018,elongated,heterocercal,1.11,gen,FroesePauly2018,280.00,fam,Heessen2015,bearer,inferred from genus,4.9,gen-ocean,FroesePauly2019,11,gen-FAO,FroesePauly2018,114,0.17,gen-FAO,FroesePauly2018,115,gen-LME,FroesePauly2018,9.7,gen-FAO,FroesePauly2018
Triakidae,Mustelus,,G,Mustelus,22,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.68,genus,FroesePauly2018,elongated,heterocercal,1.11,gen,FroesePauly2018,280.00,fam,Heessen2015,bearer,inferred from genus,4.9,gen-ocean,FroesePauly2019,9,gen-ocean,FroesePauly2018,114,0.17,gen-FAO,FroesePauly2018,129,gen-ocean,FroesePauly2018,11.9,gen-ocean,FroesePauly2018
Triakidae,Mustelus,,G,Mustelus,24,27,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.68,genus,FroesePauly2018,elongated,heterocercal,1.11,gen,FroesePauly2018,280.00,fam,Heessen2015,bearer,inferred from genus,4.9,gen-ocean,FroesePauly2019,9,gen-ocean,FroesePauly2018,114,0.17,gen-FAO,FroesePauly2018,129,gen-ocean,FroesePauly2018,11.9,gen-ocean,FroesePauly2018
Triakidae,Triakis,semifasciata,S,Triakis semifasciata,3,77,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.67,spe,FroesePauly2018,elongated,heterocercal,0.78,spe,FroesePauly2018,280.00,fam,Heessen2015,bearer,FroesePauly2018,8.5,spe-ocean,FroesePauly2019,16,spe-LME,FroesePauly2018,155,0.08,spe-LME,FroesePauly2018,145,spe-LME,FroesePauly2018,30.0,spe,FroesePauly2018
Triakidae,,,F,Triakidae,3,21,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.80,family,FroesePauly2018,elongated,heterocercal,1.14,fam,FroesePauly2018,,,,bearer,inferred from family,5.5,fam-ocean,FroesePauly2019,11,fam-ocean,FroesePauly2018,122,0.12,fam-FAO,FroesePauly2018,125,fam-LME,FroesePauly2018,14.1,fam-FAO,FroesePauly2018
Triakidae,,,F,Triakidae,3,77,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from family,3.80,family,FroesePauly2018,elongated,heterocercal,1.14,fam,FroesePauly2018,,,,bearer,inferred from family,5.5,fam-ocean,FroesePauly2019,11,fam-ocean,FroesePauly2018,123,0.13,fam-FAO,FroesePauly2018,125,fam-LME,FroesePauly2018,14.1,fam-FAO,FroesePauly2018
